"TCP",35,"any private printer server"
"TCP",42,"Host Name Server"
"TCP",53,"Domain Name Server"
"TCP",67,"Bootstrap Protocol Server"
"TCP",81,"HOSTS2 Name Server / Bagle-AZ worm / Win32.Rbot worm"
"TCP",101,"NIC Host Name Server"
"TCP",105,"Mailbox Name Nameserver"
"TCP",108,"SNA Gateway Access Server"
"TCP",127,"Locus PC-Interface Conn Server"
"TCP",158,"PCMail Server"
"TCP",178,"NextStep Window Server"
"TCP",184,"OCServer"
"TCP",216,"Computer Associates Int'l License Server"
"TCP",346,"Zebra server"
"TCP",347,"Fatmen Server"
"TCP",380,"TIA/EIA/IS-99 modem server"
"TCP",384,"A Remote Network Server System"
"TCP",427,"Server Location"
"TCP",449,"AS Server Mapper"
"TCP",450,"TServer"
"TCP",451,"Cray Network Semaphore server"
"TCP",452,"Cray SFS config server"
"TCP",453,"CreativeServer"
"TCP",454,"ContentServer"
"TCP",479,"iafserver"
"TCP",520,"extended file name server"
"TCP",525,"timeserver"
"TCP",547,"DHCPv6 Server"
"TCP",556,"rfs server"
"TCP",584,"Key Server"
"TCP",598,"SCO Web Server Manager 3"
"TCP",600,"Sun IPC server"
"TCP",616,"SCO System Administration Server"
"TCP",617,"SCO Desktop Administration Server"
"TCP",620,"SCO WebServer Manager"
"TCP",637,"lanserver"
"TCP",660,"MacOS Server Admin"
"TCP",704,"errlog copy/server daemon"
"TCP",729,"IBM NetView DM/6000 Server/Client"
"TCP",752,"Kerberos password server"
"TCP",753,"Kerberos userreg server"
"TCP",871,"SUP server"
"TCP",886,"ICL coNETion locate server"
"TCP",887,"ICL coNETion server info"
"TCP",1002,"Microsoft Site Server Internet Locator Service (Netmeeting/ICF)"
"TCP",1008,"UFS-aware server"
"TCP",1102,"ADOBE SERVER 1"
"TCP",1103,"ADOBE SERVER 2"
"TCP",1111,"LM Social Server"
"TCP",1220,"QT SERVER ADMIN"
"TCP",1364,"Network DataMover Server"
"TCP",1391,"Storage Access Server"
"TCP",1393,"Network Log Server"
"TCP",1433,"Microsoft-SQL-Server"
"TCP",1438,"Eicon Security Agent/Server"
"TCP",1477,"ms-sna-server"
"TCP",1612,"NetBill Transaction Server"
"TCP",1614,"NetBill Credential Server"
"TCP",1615,"NetBill Authorization Server"
"TCP",1616,"NetBill Product Server"
"TCP",1635,"EDB Server 1"
"TCP",1745,"ISA Server proxy autoconfig / Remote Winsock"
"TCP",1755,"Microsoft Streaming Server"
"TCP",1796,"Vocaltec Server Administration"
"TCP",1862,"techra-server"
"TCP",1930,"Drive AppServer"
"TCP",1947,"hlserver"
"TCP",1951,"bcs-lmserver"
"TCP",1961,"BTS APPSERVER"
"TCP",2016,"bootserver"
"TCP",2020,"xinupageserver"
"TCP",2027,"shadowserver"
"TCP",2028,"submitserver"
"TCP",2102,"Zephyr server"
"TCP",2118,"MENTASERVER"
"TCP",2135,"Grid Resource Information Server"
"TCP",2166,"IWSERVER"
"TCP",2180,"Millicent Vendor Gateway Server"
"TCP",2238,"AVIVA SNA SERVER"
"TCP",2242,"Folio Remote Server"
"TCP",2244,"NMS Server"
"TCP",2305,"MT ScaleServer"
"TCP",2309,"SD Server"
"TCP",2350,"psbserver"
"TCP",2351,"psrserver"
"TCP",2352,"pslserver"
"TCP",2353,"pspserver"
"TCP",2354,"psprserver"
"TCP",2355,"psdbserver"
"TCP",2357,"UniHub Server"
"TCP",2359,"FlukeServer"
"TCP",2400,"OpEquus Server"
"TCP",2401,"cvspserver"
"TCP",2402,"TaskMaster 2000 Server"
"TCP",2406,"JediServer"
"TCP",2416,"RMT Server"
"TCP",2417,"Composit Server"
"TCP",2475,"ACE Server"
"TCP",2476,"ACE Server Propagation"
"TCP",2478,"SecurSight Authentication Server (SLL)"
"TCP",2479,"SecurSight Event Logging Server (SSL)"
"TCP",2500,"Resource Tracking system server"
"TCP",2527,"IQ Server"
"TCP",2533,"SnifferServer"
"TCP",2551,"ISG UDA Server"
